domain_id,rank,domain,search_term,umametry_relevance,screening_status,evidence_id,next_action,note
DOM-176,176,스포츠 점수,sports scores,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-177,177,판타지 스포츠,fantasy sports,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-178,178,스포츠 티켓,sports ticketing,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-179,179,스포츠 코칭,sports coaching,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-180,180,팬 예측,sports prediction,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-181,181,정부 민원,digital government,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-182,182,세무 행정,public tax service,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-183,183,법률 정보,legal information,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-184,184,계약 관리,contract management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-185,185,법률 상담,legal services,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-186,186,컴플라이언스,compliance,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-187,187,신원 확인,identity verification,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-188,188,사기 탐지,fraud detection,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-189,189,보안 교육,security awareness,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-190,190,비상 알림,emergency alert,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-191,191,기부,donations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-192,192,자원봉사,volunteering,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-193,193,비영리 관리,nonprofit management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-194,194,크라우드펀딩,crowdfunding,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-195,195,지역 모금,community fundraising,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-196,196,사회 캠페인,civic campaigning,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-197,197,재난 지원,disaster relief,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-198,198,접근성 지원,accessibility tools,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-199,199,번역·통역,translation,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-200,200,이민자 지원,immigrant services,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-201,201,클라우드 호스팅,cloud hosting,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-202,202,앱 배포,app deployment,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-203,203,개발자 플랫폼,developer platform,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-204,204,코드 저장소,code repository,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-205,205,지속적 통합,CI,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-206,206,오류 추적,error monitoring,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-207,207,성능 관찰,observability,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-208,208,API 관리,API management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-209,209,데이터베이스 관리,database management,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-210,210,보안 운영,SecOps,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-211,211,데이터 분석,BI analytics,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-212,212,데이터 시각화,data visualization,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-213,213,데이터 통합,ETL,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-214,214,데이터 품질,data quality,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-215,215,데이터 카탈로그,data catalog,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-216,216,고객 조사,survey research,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-217,217,제품 분석,product analytics,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-218,218,A/B 시험,experimentation,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-219,219,사용자 행동 분석,session replay,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-220,220,데이터 개인정보,data privacy,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-221,221,제조 실행,MES,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-222,222,공장 자동화,factory automation,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-223,223,공급망 관리,supply chain,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-224,224,조달 관리,procurement,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-225,225,재고 관리,inventory,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-226,226,창고 관리,WMS,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-227,227,품질 관리,QMS,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-228,228,설비 유지보수,CMMS,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-229,229,산업 IoT,industrial IoT,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-230,230,제품 수명관리,PLM,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-231,231,농장 관리,farm management,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-232,232,정밀 농업,precision agriculture,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-233,233,농산물 물류,agri logistics,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-234,234,수산 관리,aquaculture,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-235,235,기상 농업,agri weather,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-236,236,탄소 농업,carbon farming,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-237,237,건설 관리,construction management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-238,238,건축 설계,BIM,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-239,239,현장 안전,construction safety,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-240,240,부동산 시공,proptech construction,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-241,241,에너지 관리,energy management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-242,242,태양광 관리,solar management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-243,243,전력 거래,energy trading,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-244,244,탄소 회계,carbon accounting,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-245,245,ESG 관리,ESG reporting,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-246,246,폐기물 관리,waste management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-247,247,물 관리,water management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-248,248,기후 위험,climate risk,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-249,249,재생에너지 인증,renewable certificates,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-250,250,지속가능성 공급망,sustainable supply chain,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-251,251,은행 코어 시스템,core banking,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-252,252,오픈뱅킹,open banking,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-253,253,기업 대출,B2B lending,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-254,254,가맹점 금융,merchant finance,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-255,255,보험 운영,insurance operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-256,256,보험 청구,insurance claims,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-257,257,보험 기술,insurtech,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-258,258,부채 관리,debt management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-259,259,자산운용,asset management,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-260,260,금융 컴플라이언스,financial compliance,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-261,261,학교 행정,school administration,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-262,262,학부모 소통,parent communication,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-263,263,학습 평가,assessment,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-264,264,교육 콘텐츠,education content,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-265,265,교사 도구,teacher tools,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-266,266,도서관 서비스,library systems,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-267,267,연구 관리,research management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-268,268,학술 출판,scholarly publishing,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-269,269,논문 발견,research discovery,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-270,270,동문 관리,alumni management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-271,271,진료 운영,clinic operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-272,272,전자의무기록,EHR,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-273,273,의료 청구,medical billing,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-274,274,의료 영상,medical imaging,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-275,275,임상시험,clinical trials,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-276,276,환자 참여,patient engagement,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-277,277,건강보험 관리,health insurance,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-278,278,디지털 치료,digital therapeutics,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-279,279,재활 관리,rehabilitation,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-280,280,의료 인력,healthcare staffing,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-281,281,호텔 운영,hotel operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-282,282,여행사 운영,travel agency,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-283,283,관광 CRM,travel CRM,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-284,284,항공 운영,airline operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-285,285,해운 운영,maritime operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-286,286,차량 관리,fleet management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-287,287,라스트마일 배송,last-mile delivery,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-288,288,통관 관리,customs management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-289,289,여행 안전,travel safety,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-290,290,관광 콘텐츠,tourism content,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-291,291,광고 소재 제작,ad creative,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-292,292,브랜드 관리,brand management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-293,293,소셜 미디어 관리,social media management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-294,294,인플루언서 마케팅,influencer marketing,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-295,295,홍보 관리,PR management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-296,296,콘텐츠 관리,CMS,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-297,297,디지털 자산관리,DAM,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-298,298,전자상거래 운영,e-commerce operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-299,299,리테일 분석,retail analytics,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-300,300,매장 운영,store operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-301,301,디자인 도구,design tools,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-302,302,사진 편집,photo editing,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-303,303,영상 편집,video editing,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-304,304,3D 제작,3D creation,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-305,305,웹사이트 제작,website builder,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-306,306,노코드 앱 제작,no-code app builder,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-307,307,프레젠테이션,presentation tools,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-308,308,다이어그램,diagramming,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-309,309,설문 디자인,survey design,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-310,310,템플릿 마켓,template marketplace,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-311,311,사이버보안,cybersecurity,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-312,312,비밀번호 관리,password manager,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-313,313,엔드포인트 보안,endpoint security,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-314,314,클라우드 보안,cloud security,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-315,315,애플리케이션 보안,AppSec,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-316,316,개인정보 보호,privacy management,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-317,317,권한 관리,IAM,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-318,318,백업·복구,backup recovery,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-319,319,재해복구,disaster recovery,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-320,320,디지털 포렌식,digital forensics,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-321,321,부동산 중개,realty brokerage,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-322,322,주택담보대출,mortgage,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-323,323,주택 리모델링,home improvement,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-324,324,인테리어 디자인,interior design,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-325,325,가정 수리,home services,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-326,326,청소 서비스,cleaning services,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-327,327,이사 서비스,moving services,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-328,328,보안·스마트홈,smart home security,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-329,329,임차인 서비스,renter services,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-330,330,부동산 데이터,real estate data,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-331,331,육아 지원,parenting,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-332,332,베이비시팅,childcare,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-333,333,가족 일정,family calendar,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-334,334,결혼 준비,wedding planning,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-335,335,선물 추천,gift discovery,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-336,336,장례 지원,funeral services,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-337,337,종교 커뮤니티,faith community,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-338,338,취미 모임,hobby community,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-339,339,지역 이웃,neighborhood network,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-340,340,생활 기록,life logging,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-341,341,뉴스레터 제작,newsletter platform,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-342,342,팟캐스트 제작,podcast creation,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-343,343,크리에이터 수익화,creator monetization,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-344,344,온라인 강연,webinar,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-345,345,온라인 코스 제작,course creator,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-346,346,멤버십 커뮤니티,membership community,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-347,347,디지털 상품 판매,digital goods,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-348,348,굿즈 판매,merchandise,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-349,349,팬 후원,creator tipping,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-350,350,라이브 커머스,live commerce,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
